season,week,contestant,judge_score,vote_share_mean,vote_share_std,ci_lower,ci_upper,is_eliminated
29,8,Kaitlyn Bristowe,28.0,0.11455806702229732,0.0853202957474366,0.011171870711597316,0.34071205277417216,False
29,9,Skai Jackson,28.9998,0.1569342767466869,0.10157327396317563,0.014444874933108965,0.39723018725461884,False
29,9,Justina Machado,25.9998,0.16308860270584266,0.09989198499997844,0.021494561567877907,0.40741777224807335,False
29,9,Johnny Weir,30.0,0.15430411796055485,0.10801000880208678,0.014474776680453995,0.4286457860085506,False
29,9,Nev Schulman,28.9998,0.1361704826947986,0.09828949205007513,0.009515682691298091,0.37992035368207694,False
29,9,AJ McLean,24.9998,0.05996374720416195,0.036140705395544405,0.005687364229794997,0.14069469584740915,True
29,9,Nelly,24.0,0.19237147655930395,0.09853318594382215,0.04752156169427439,0.4212056449226423,False
29,9,Kaitlyn Bristowe,30.0,0.13716729612865056,0.09888993464910684,0.01068222539038996,0.38132245352893585,False
29,10,Skai Jackson,28.5,0.062058464435814094,0.03977320970884401,0.006198343164953801,0.15134612943068915,True
29,10,Justina Machado,29.0,0.16882126833095504,0.11421205728649403,0.017761702890669088,0.4472948930612271,False
29,10,Johnny Weir,28.5,0.20424557258167916,0.11279801959295746,0.049379170138449,0.48135113703969956,False
29,10,Nev Schulman,30.0,0.14903249370386987,0.10616441018424204,0.011673002434768499,0.41908894049299394,False
29,10,Nelly,28.0,0.25275534904219243,0.1152390562511709,0.07766431182537564,0.5062883626586888,False
29,10,Kaitlyn Bristowe,30.0,0.16308685190548994,0.12299605746509829,0.01328654095829658,0.46693228819778576,False
30,1,Martin Kove,13.0,0.02007960792324537,0.01428676033678397,0.0009480264106829108,0.05271044249162897,True
